No,House Type,Address,Township,District,Bed Room,Single Room,Lat/Long,Price (THB)/Per Month,Map Location,Remark
1544,Detached,"1644 Moo 10, Chiang Mai",Doi Tao,San Na Meng,2,1,"18.825262, 99.087265",9597,"https://www.google.com/maps?q=18.825262,99.087265",Price negotiable
1545,Apartment,"1645 Moo 5, Chiang Mai",Chiang Dao,San Na Meng,5,2,"18.702101, 98.921495",10322,"https://www.google.com/maps?q=18.702101,98.921495",Near market
1546,Townhouse,"1646 Moo 1, Chiang Mai",Wiang Haeng,San Sai Luang,3,1,"18.953398, 98.926189",7030,"https://www.google.com/maps?q=18.953398,98.926189",Price negotiable
1547,Apartment,"1647 Moo 2, Chiang Mai",Mueang,Mae Faek,1,2,"18.677719, 99.08372",9975,"https://www.google.com/maps?q=18.677719,99.08372",Fully furnished
1548,Villa,"1648 Moo 3, Chiang Mai",Hang Dong,Nong Han,1,2,"18.655997, 98.980025",7255,"https://www.google.com/maps?q=18.655997,98.980025",Great view
1549,Villa,"1649 Moo 6, Chiang Mai",Samoeng,Mae Faek,1,3,"18.718662, 98.902498",12252,"https://www.google.com/maps?q=18.718662,98.902498",Near school
1550,Detached,"1650 Moo 7, Chiang Mai",Hang Dong,Nong Han,4,1,"18.982032, 98.841848",11212,"https://www.google.com/maps?q=18.982032,98.841848",Renovated
1551,Detached,"1651 Moo 2, Chiang Mai",Hot,Nong Han,1,2,"18.657984, 99.042619",9969,"https://www.google.com/maps?q=18.657984,99.042619",Price negotiable
1552,Bungalow,"1652 Moo 5, Chiang Mai",Samoeng,San Na Meng,5,2,"18.913945, 98.872884",12991,"https://www.google.com/maps?q=18.913945,98.872884",New listing
1553,Apartment,"1653 Moo 3, Chiang Mai",Chom Thong,San Sai Luang,2,2,"18.789352, 98.851758",11419,"https://www.google.com/maps?q=18.789352,98.851758",Great view
1554,Apartment,"1654 Moo 8, Chiang Mai",Wiang Haeng,San Sai Luang,2,1,"18.938569, 99.027129",12358,"https://www.google.com/maps?q=18.938569,99.027129",Near market
1555,Bungalow,"1655 Moo 7, Chiang Mai",San Kamphaeng,San Na Meng,4,2,"18.767011, 98.863563",7672,"https://www.google.com/maps?q=18.767011,98.863563",Near school
1556,Bungalow,"1656 Moo 5, Chiang Mai",Hot,San Na Meng,1,1,"18.877899, 98.849792",8082,"https://www.google.com/maps?q=18.877899,98.849792",Investment opportunity
1557,Detached,"1657 Moo 7, Chiang Mai",Samoeng,San Sai Luang,5,1,"18.84033, 98.800613",10063,"https://www.google.com/maps?q=18.84033,98.800613",Investment opportunity
1558,Villa,"1658 Moo 7, Chiang Mai",Hang Dong,San Sai Luang,1,2,"18.847132, 98.830049",9551,"https://www.google.com/maps?q=18.847132,98.830049",Near school
1559,Apartment,"1659 Moo 5, Chiang Mai",Phrao,Nong Han,5,1,"18.97536, 98.959941",10076,"https://www.google.com/maps?q=18.97536,98.959941",Fully furnished
1560,Bungalow,"1660 Moo 4, Chiang Mai",Omkoi,San Sai Luang,5,3,"18.885733, 98.94046",10632,"https://www.google.com/maps?q=18.885733,98.94046",Quiet area
1561,Condo,"1661 Moo 3, Chiang Mai",Hang Dong,San Na Meng,4,1,"18.727916, 98.973279",9318,"https://www.google.com/maps?q=18.727916,98.973279",Price negotiable
1562,Condo,"1662 Moo 3, Chiang Mai",San Sai,San Sai Luang,5,3,"18.630224, 99.015588",7898,"https://www.google.com/maps?q=18.630224,99.015588",Urgent sale
1563,Villa,"1663 Moo 5, Chiang Mai",Samoeng,Nong Han,3,2,"18.684803, 98.89397",10697,"https://www.google.com/maps?q=18.684803,98.89397",Fully furnished
1564,Condo,"1664 Moo 1, Chiang Mai",Mae Taeng,San Na Meng,2,2,"18.73424, 98.839819",8325,"https://www.google.com/maps?q=18.73424,98.839819",Quiet area
1565,Detached,"1665 Moo 3, Chiang Mai",Doi Tao,San Na Meng,3,3,"18.945746, 99.061021",9656,"https://www.google.com/maps?q=18.945746,99.061021",Urgent sale
1566,Condo,"1666 Moo 3, Chiang Mai",Hot,San Na Meng,4,1,"18.630243, 98.95613",10225,"https://www.google.com/maps?q=18.630243,98.95613",Near market
1567,Detached,"1667 Moo 10, Chiang Mai",Mae Ai,Nong Han,2,3,"18.910771, 99.010944",7483,"https://www.google.com/maps?q=18.910771,99.010944",Fully furnished
1568,Villa,"1668 Moo 3, Chiang Mai",Doi Lo,San Na Meng,5,1,"18.786053, 99.00676",6946,"https://www.google.com/maps?q=18.786053,99.00676",Renovated
1569,Apartment,"1669 Moo 5, Chiang Mai",San Kamphaeng,San Sai Luang,1,1,"18.993948, 98.952006",12245,"https://www.google.com/maps?q=18.993948,98.952006",Fully furnished
1570,Apartment,"1670 Moo 7, Chiang Mai",Saraphi,San Na Meng,5,2,"18.770199, 99.073139",8702,"https://www.google.com/maps?q=18.770199,99.073139",Near school
1571,Bungalow,"1671 Moo 7, Chiang Mai",San Kamphaeng,Mae Faek,3,2,"18.658213, 98.991311",10282,"https://www.google.com/maps?q=18.658213,98.991311",Price negotiable
1572,Townhouse,"1672 Moo 7, Chiang Mai",Mae Chaem,Nong Han,4,2,"18.866532, 99.074483",12183,"https://www.google.com/maps?q=18.866532,99.074483",Price negotiable
1573,Villa,"1673 Moo 6, Chiang Mai",Phrao,Mae Faek,5,2,"18.665647, 98.977264",8356,"https://www.google.com/maps?q=18.665647,98.977264",Great view
1574,Detached,"1674 Moo 1, Chiang Mai",Chiang Dao,Nong Han,4,1,"18.62517, 98.942766",11395,"https://www.google.com/maps?q=18.62517,98.942766",Quiet area
1575,Bungalow,"1675 Moo 6, Chiang Mai",Doi Saket,Nong Han,2,2,"18.678062, 98.905209",9903,"https://www.google.com/maps?q=18.678062,98.905209",Renovated
1576,Bungalow,"1676 Moo 3, Chiang Mai",Mueang,Mae Faek,5,3,"18.886697, 99.038053",11178,"https://www.google.com/maps?q=18.886697,99.038053",Urgent sale
1577,Apartment,"1677 Moo 10, Chiang Mai",Mae Ai,San Na Meng,1,1,"18.798991, 98.994382",8483,"https://www.google.com/maps?q=18.798991,98.994382",Near school
1578,Condo,"1678 Moo 7, Chiang Mai",Mueang,San Na Meng,3,2,"18.637264, 98.936105",9796,"https://www.google.com/maps?q=18.637264,98.936105",Fully furnished
1579,Detached,"1679 Moo 2, Chiang Mai",Mae On,Mae Faek,2,3,"18.762652, 98.810392",8513,"https://www.google.com/maps?q=18.762652,98.810392",Near school
1580,Condo,"1680 Moo 7, Chiang Mai",Omkoi,Mae Faek,5,1,"18.89222, 98.958048",8195,"https://www.google.com/maps?q=18.89222,98.958048",Price negotiable
1581,Townhouse,"1681 Moo 6, Chiang Mai",Mae Wang,San Na Meng,5,3,"18.831917, 98.965709",9823,"https://www.google.com/maps?q=18.831917,98.965709",Quiet area
1582,Villa,"1682 Moo 6, Chiang Mai",Wiang Haeng,San Sai Luang,3,3,"18.607568, 98.883199",8536,"https://www.google.com/maps?q=18.607568,98.883199",Great view
1583,Villa,"1683 Moo 2, Chiang Mai",Doi Saket,San Sai Luang,4,3,"18.797788, 99.06575",12191,"https://www.google.com/maps?q=18.797788,99.06575",Quiet area
1584,Condo,"1684 Moo 9, Chiang Mai",San Pa Tong,Nong Han,3,3,"18.643575, 98.868068",12510,"https://www.google.com/maps?q=18.643575,98.868068",Near school
1585,Bungalow,"1685 Moo 8, Chiang Mai",Hang Dong,Nong Han,1,3,"18.780614, 98.808678",9455,"https://www.google.com/maps?q=18.780614,98.808678",Near school
1586,Bungalow,"1686 Moo 8, Chiang Mai",San Kamphaeng,San Na Meng,2,2,"18.844187, 98.863454",7186,"https://www.google.com/maps?q=18.844187,98.863454",Near school
1587,Apartment,"1687 Moo 10, Chiang Mai",Hang Dong,Mae Faek,2,3,"18.887356, 98.833443",11839,"https://www.google.com/maps?q=18.887356,98.833443",New listing
1588,Townhouse,"1688 Moo 5, Chiang Mai",Doi Tao,Nong Han,5,1,"18.94812, 98.829215",7771,"https://www.google.com/maps?q=18.94812,98.829215",Quiet area
1589,Detached,"1689 Moo 7, Chiang Mai",Mae Chaem,San Na Meng,3,1,"18.935702, 98.800914",9512,"https://www.google.com/maps?q=18.935702,98.800914",Investment opportunity
1590,Townhouse,"1690 Moo 1, Chiang Mai",Doi Lo,Nong Han,2,2,"18.893764, 98.981754",8569,"https://www.google.com/maps?q=18.893764,98.981754",Price negotiable
1591,Villa,"1691 Moo 3, Chiang Mai",Mueang,San Sai Luang,4,2,"18.746158, 99.074191",10810,"https://www.google.com/maps?q=18.746158,99.074191",Fully furnished
1592,Apartment,"1692 Moo 7, Chiang Mai",Doi Saket,San Na Meng,2,1,"18.978788, 98.992387",11281,"https://www.google.com/maps?q=18.978788,98.992387",New listing
1593,Apartment,"1693 Moo 2, Chiang Mai",Wiang Haeng,Nong Han,1,1,"18.714563, 99.035732",6696,"https://www.google.com/maps?q=18.714563,99.035732",Great view
1594,Townhouse,"1694 Moo 6, Chiang Mai",Mae On,San Na Meng,4,1,"18.846251, 98.836476",11725,"https://www.google.com/maps?q=18.846251,98.836476",New listing
1595,Condo,"1695 Moo 1, Chiang Mai",Doi Lo,Mae Faek,2,1,"18.967348, 98.940586",11541,"https://www.google.com/maps?q=18.967348,98.940586",New listing
1596,Apartment,"1696 Moo 9, Chiang Mai",Mae Wang,Nong Han,3,1,"18.916025, 98.957934",10550,"https://www.google.com/maps?q=18.916025,98.957934",Near school
1597,Villa,"1697 Moo 7, Chiang Mai",Chom Thong,Mae Faek,3,3,"18.622958, 99.0943",9472,"https://www.google.com/maps?q=18.622958,99.0943",Near market
1598,Condo,"1698 Moo 8, Chiang Mai",Doi Tao,Nong Han,2,1,"18.721298, 98.885314",8585,"https://www.google.com/maps?q=18.721298,98.885314",Renovated
1599,Apartment,"1699 Moo 2, Chiang Mai",Omkoi,San Sai Luang,4,1,"18.692405, 99.079064",8385,"https://www.google.com/maps?q=18.692405,99.079064",Fully furnished
1600,Condo,"1700 Moo 1, Chiang Mai",Mueang,Nong Han,4,3,"18.938729, 98.893413",12449,"https://www.google.com/maps?q=18.938729,98.893413",New listing
1601,Detached,"1701 Moo 8, Chiang Mai",Mae Wang,Nong Han,2,3,"18.854347, 99.007727",8942,"https://www.google.com/maps?q=18.854347,99.007727",Renovated
1602,Townhouse,"1702 Moo 8, Chiang Mai",Mae Wang,San Sai Luang,2,1,"18.788667, 99.05811",12055,"https://www.google.com/maps?q=18.788667,99.05811",Investment opportunity
1603,Villa,"1703 Moo 8, Chiang Mai",Wiang Haeng,Mae Faek,3,3,"18.948112, 98.849443",9610,"https://www.google.com/maps?q=18.948112,98.849443",Renovated
1604,Villa,"1704 Moo 4, Chiang Mai",Hang Dong,Nong Han,5,3,"18.853664, 98.91108",7615,"https://www.google.com/maps?q=18.853664,98.91108",Renovated
1605,Bungalow,"1705 Moo 6, Chiang Mai",Chom Thong,Nong Han,4,2,"18.946558, 98.979035",7602,"https://www.google.com/maps?q=18.946558,98.979035",Near market
1606,Condo,"1706 Moo 7, Chiang Mai",San Sai,Nong Han,4,2,"18.792518, 99.015893",11060,"https://www.google.com/maps?q=18.792518,99.015893",Great view
1607,Detached,"1707 Moo 10, Chiang Mai",Mae Chaem,San Sai Luang,5,1,"18.603288, 98.962286",10828,"https://www.google.com/maps?q=18.603288,98.962286",Renovated
1608,Apartment,"1708 Moo 8, Chiang Mai",Doi Lo,San Na Meng,3,3,"18.927848, 98.857863",10556,"https://www.google.com/maps?q=18.927848,98.857863",Near school
1609,Townhouse,"1709 Moo 7, Chiang Mai",Omkoi,San Sai Luang,1,1,"18.883433, 98.902113",8449,"https://www.google.com/maps?q=18.883433,98.902113",Price negotiable
1610,Condo,"1710 Moo 8, Chiang Mai",San Kamphaeng,San Sai Luang,4,1,"18.917417, 99.039502",9111,"https://www.google.com/maps?q=18.917417,99.039502",Urgent sale
1611,Townhouse,"1711 Moo 2, Chiang Mai",Mae Chaem,Mae Faek,4,3,"18.862251, 98.972032",12323,"https://www.google.com/maps?q=18.862251,98.972032",Near market
1612,Villa,"1712 Moo 1, Chiang Mai",San Kamphaeng,Mae Faek,5,2,"18.721053, 98.933482",11124,"https://www.google.com/maps?q=18.721053,98.933482",Great view
1613,Condo,"1713 Moo 10, Chiang Mai",Mae Wang,Mae Faek,1,3,"18.760333, 99.053897",9350,"https://www.google.com/maps?q=18.760333,99.053897",New listing
1614,Detached,"1714 Moo 5, Chiang Mai",San Pa Tong,Nong Han,4,3,"18.966985, 98.889925",10003,"https://www.google.com/maps?q=18.966985,98.889925",Renovated
1615,Townhouse,"1715 Moo 1, Chiang Mai",Chom Thong,Mae Faek,3,2,"18.916975, 98.95848",11255,"https://www.google.com/maps?q=18.916975,98.95848",Investment opportunity
1616,Townhouse,"1716 Moo 5, Chiang Mai",Saraphi,San Sai Luang,4,2,"18.625086, 98.860702",8683,"https://www.google.com/maps?q=18.625086,98.860702",Near school
1617,Villa,"1717 Moo 8, Chiang Mai",Mae Wang,San Na Meng,2,1,"18.701619, 99.000659",11140,"https://www.google.com/maps?q=18.701619,99.000659",Near market
1618,Bungalow,"1718 Moo 3, Chiang Mai",Samoeng,San Sai Luang,1,2,"18.750319, 98.887336",10774,"https://www.google.com/maps?q=18.750319,98.887336",Great view
1619,Apartment,"1719 Moo 3, Chiang Mai",Hot,San Sai Luang,2,1,"18.680984, 99.047462",12846,"https://www.google.com/maps?q=18.680984,99.047462",Price negotiable
1620,Detached,"1720 Moo 6, Chiang Mai",Mae Wang,Mae Faek,2,1,"18.635048, 99.026119",9493,"https://www.google.com/maps?q=18.635048,99.026119",Fully furnished
1621,Townhouse,"1721 Moo 2, Chiang Mai",Doi Lo,Nong Han,1,2,"18.904674, 98.893395",7939,"https://www.google.com/maps?q=18.904674,98.893395",Fully furnished
1622,Apartment,"1722 Moo 10, Chiang Mai",Mae Chaem,San Na Meng,4,2,"18.79825, 99.026411",9200,"https://www.google.com/maps?q=18.79825,99.026411",Fully furnished
1623,Townhouse,"1723 Moo 1, Chiang Mai",Hang Dong,Mae Faek,3,2,"18.61357, 98.982411",8479,"https://www.google.com/maps?q=18.61357,98.982411",Near market
1624,Townhouse,"1724 Moo 7, Chiang Mai",Samoeng,San Sai Luang,3,3,"18.960681, 98.86883",11796,"https://www.google.com/maps?q=18.960681,98.86883",Urgent sale
1625,Detached,"1725 Moo 3, Chiang Mai",Mae Rim,San Sai Luang,2,3,"18.85967, 98.901234",9140,"https://www.google.com/maps?q=18.85967,98.901234",Investment opportunity
1626,Villa,"1726 Moo 5, Chiang Mai",Omkoi,Mae Faek,2,2,"18.957517, 99.079025",11603,"https://www.google.com/maps?q=18.957517,99.079025",Renovated
1627,Condo,"1727 Moo 5, Chiang Mai",Mae Ai,San Na Meng,3,1,"18.845688, 98.931468",10531,"https://www.google.com/maps?q=18.845688,98.931468",Investment opportunity
1628,Villa,"1728 Moo 6, Chiang Mai",Hang Dong,San Na Meng,3,3,"18.819397, 98.921153",8123,"https://www.google.com/maps?q=18.819397,98.921153",Renovated
1629,Apartment,"1729 Moo 2, Chiang Mai",Mueang,Mae Faek,4,3,"18.734652, 98.9277",9042,"https://www.google.com/maps?q=18.734652,98.9277",Fully furnished
1630,Detached,"1730 Moo 8, Chiang Mai",Hot,Mae Faek,5,3,"18.821163, 99.056982",12427,"https://www.google.com/maps?q=18.821163,99.056982",Fully furnished
1631,Bungalow,"1731 Moo 2, Chiang Mai",Mae Rim,San Na Meng,4,3,"18.684067, 98.956861",12253,"https://www.google.com/maps?q=18.684067,98.956861",Urgent sale
1632,Townhouse,"1732 Moo 5, Chiang Mai",Hot,Mae Faek,1,1,"18.897522, 98.959521",9739,"https://www.google.com/maps?q=18.897522,98.959521",Quiet area
1633,Bungalow,"1733 Moo 3, Chiang Mai",Mae Rim,Mae Faek,4,2,"18.956172, 98.822992",8139,"https://www.google.com/maps?q=18.956172,98.822992",Fully furnished
1634,Townhouse,"1734 Moo 8, Chiang Mai",Doi Tao,Mae Faek,4,1,"18.819211, 98.919653",11985,"https://www.google.com/maps?q=18.819211,98.919653",Fully furnished
1635,Townhouse,"1735 Moo 10, Chiang Mai",Mae Wang,San Sai Luang,5,2,"18.980939, 99.04009",11632,"https://www.google.com/maps?q=18.980939,99.04009",Near market
1636,Condo,"1736 Moo 2, Chiang Mai",Chiang Dao,Mae Faek,3,1,"18.799781, 99.078685",10293,"https://www.google.com/maps?q=18.799781,99.078685",Near school
1637,Bungalow,"1737 Moo 2, Chiang Mai",Doi Tao,San Sai Luang,2,1,"18.668283, 98.904572",9149,"https://www.google.com/maps?q=18.668283,98.904572",New listing
1638,Townhouse,"1738 Moo 1, Chiang Mai",Mae Taeng,Nong Han,1,3,"18.644755, 98.880381",8422,"https://www.google.com/maps?q=18.644755,98.880381",New listing
1639,Villa,"1739 Moo 8, Chiang Mai",Hang Dong,San Na Meng,5,1,"18.676032, 99.021834",10773,"https://www.google.com/maps?q=18.676032,99.021834",Investment opportunity
1640,Apartment,"1740 Moo 10, Chiang Mai",Mae On,San Sai Luang,1,3,"18.961602, 99.067207",10021,"https://www.google.com/maps?q=18.961602,99.067207",Great view
1641,Condo,"1741 Moo 6, Chiang Mai",Doi Tao,San Sai Luang,4,2,"18.859999, 98.952603",7355,"https://www.google.com/maps?q=18.859999,98.952603",Price negotiable
1642,Condo,"1742 Moo 6, Chiang Mai",Doi Tao,San Na Meng,2,3,"18.868667, 98.816491",6838,"https://www.google.com/maps?q=18.868667,98.816491",Price negotiable
1643,Villa,"1743 Moo 10, Chiang Mai",Mueang,Mae Faek,5,2,"18.741571, 98.858678",8384,"https://www.google.com/maps?q=18.741571,98.858678",Near school
1644,Apartment,"1744 Moo 4, Chiang Mai",Samoeng,Nong Han,5,1,"18.661141, 98.943698",9730,"https://www.google.com/maps?q=18.661141,98.943698",Near school
1645,Villa,"1745 Moo 5, Chiang Mai",Mae On,San Na Meng,4,2,"18.93637, 98.883347",12924,"https://www.google.com/maps?q=18.93637,98.883347",New listing
1646,Villa,"1746 Moo 10, Chiang Mai",Mae Taeng,Mae Faek,1,3,"18.601641, 98.942493",12964,"https://www.google.com/maps?q=18.601641,98.942493",Near school
1647,Condo,"1747 Moo 5, Chiang Mai",Doi Saket,San Na Meng,4,2,"18.932758, 98.996972",12882,"https://www.google.com/maps?q=18.932758,98.996972",Quiet area
1648,Villa,"1748 Moo 10, Chiang Mai",San Pa Tong,San Sai Luang,2,2,"18.947233, 99.002867",10626,"https://www.google.com/maps?q=18.947233,99.002867",New listing
1649,Bungalow,"1749 Moo 2, Chiang Mai",Phrao,Nong Han,2,3,"18.931756, 98.961446",8890,"https://www.google.com/maps?q=18.931756,98.961446",Urgent sale
1650,Bungalow,"1750 Moo 5, Chiang Mai",Doi Lo,San Sai Luang,5,3,"18.958929, 98.913612",7490,"https://www.google.com/maps?q=18.958929,98.913612",Great view
1651,Apartment,"1751 Moo 2, Chiang Mai",Chom Thong,San Sai Luang,2,3,"18.748932, 99.072843",7018,"https://www.google.com/maps?q=18.748932,99.072843",Fully furnished
1652,Townhouse,"1752 Moo 5, Chiang Mai",Mae Wang,Nong Han,3,2,"18.637202, 98.940548",10167,"https://www.google.com/maps?q=18.637202,98.940548",Investment opportunity
1653,Detached,"1753 Moo 4, Chiang Mai",Hang Dong,San Sai Luang,1,2,"18.921892, 98.953892",8345,"https://www.google.com/maps?q=18.921892,98.953892",Price negotiable
1654,Condo,"1754 Moo 2, Chiang Mai",Wiang Haeng,Nong Han,4,3,"18.644196, 98.927399",11831,"https://www.google.com/maps?q=18.644196,98.927399",New listing
1655,Apartment,"1755 Moo 4, Chiang Mai",Doi Tao,Mae Faek,1,2,"18.670359, 98.917039",9076,"https://www.google.com/maps?q=18.670359,98.917039",Quiet area
1656,Townhouse,"1756 Moo 8, Chiang Mai",Mae Taeng,San Na Meng,5,2,"18.951722, 99.066523",8510,"https://www.google.com/maps?q=18.951722,99.066523",Renovated
1657,Detached,"1757 Moo 4, Chiang Mai",Omkoi,Mae Faek,3,1,"18.921043, 99.094436",7738,"https://www.google.com/maps?q=18.921043,99.094436",Renovated
1658,Townhouse,"1758 Moo 10, Chiang Mai",Mae Wang,Nong Han,4,1,"18.687084, 98.871572",12469,"https://www.google.com/maps?q=18.687084,98.871572",Investment opportunity
1659,Apartment,"1759 Moo 4, Chiang Mai",Omkoi,Nong Han,1,1,"18.949703, 98.931241",9497,"https://www.google.com/maps?q=18.949703,98.931241",Investment opportunity
1660,Detached,"1760 Moo 7, Chiang Mai",Doi Lo,Nong Han,3,1,"18.742861, 98.988089",8883,"https://www.google.com/maps?q=18.742861,98.988089",Near school
1661,Villa,"1761 Moo 9, Chiang Mai",Doi Tao,Mae Faek,2,2,"18.680315, 99.005555",7514,"https://www.google.com/maps?q=18.680315,99.005555",Investment opportunity
1662,Apartment,"1762 Moo 4, Chiang Mai",Samoeng,San Sai Luang,4,1,"18.849703, 98.885921",10457,"https://www.google.com/maps?q=18.849703,98.885921",Renovated
1663,Townhouse,"1763 Moo 9, Chiang Mai",Mae Wang,Nong Han,3,1,"18.933065, 99.005621",11873,"https://www.google.com/maps?q=18.933065,99.005621",Near market
1664,Villa,"1764 Moo 1, Chiang Mai",Doi Tao,Nong Han,3,2,"18.930144, 98.917168",7580,"https://www.google.com/maps?q=18.930144,98.917168",New listing
1665,Detached,"1765 Moo 9, Chiang Mai",Hang Dong,Mae Faek,4,1,"18.998006, 98.880082",12789,"https://www.google.com/maps?q=18.998006,98.880082",Urgent sale
1666,Condo,"1766 Moo 6, Chiang Mai",San Pa Tong,Nong Han,4,1,"18.787404, 98.988797",12016,"https://www.google.com/maps?q=18.787404,98.988797",Price negotiable
1667,Apartment,"1767 Moo 7, Chiang Mai",San Sai,San Na Meng,2,3,"18.771009, 98.900029",11415,"https://www.google.com/maps?q=18.771009,98.900029",Renovated
1668,Detached,"1768 Moo 9, Chiang Mai",Mae Wang,Mae Faek,1,1,"18.651535, 99.074689",11221,"https://www.google.com/maps?q=18.651535,99.074689",Great view
1669,Detached,"1769 Moo 8, Chiang Mai",Saraphi,Nong Han,5,1,"18.770807, 98.835532",7326,"https://www.google.com/maps?q=18.770807,98.835532",Great view
1670,Condo,"1770 Moo 5, Chiang Mai",Doi Saket,Mae Faek,4,3,"18.918305, 98.947094",11351,"https://www.google.com/maps?q=18.918305,98.947094",Quiet area
1671,Villa,"1771 Moo 6, Chiang Mai",Saraphi,Mae Faek,1,1,"18.904065, 98.800571",8271,"https://www.google.com/maps?q=18.904065,98.800571",Investment opportunity
1672,Bungalow,"1772 Moo 8, Chiang Mai",Phrao,San Sai Luang,4,2,"18.9266, 99.019149",9065,"https://www.google.com/maps?q=18.9266,99.019149",Near school
1673,Bungalow,"1773 Moo 9, Chiang Mai",Mae Wang,Nong Han,5,1,"18.773937, 99.093852",8782,"https://www.google.com/maps?q=18.773937,99.093852",Near market
1674,Villa,"1774 Moo 5, Chiang Mai",Mueang,Mae Faek,4,2,"18.768223, 98.850079",11186,"https://www.google.com/maps?q=18.768223,98.850079",Price negotiable
1675,Apartment,"1775 Moo 2, Chiang Mai",Mueang,San Na Meng,2,2,"18.864116, 99.057152",9585,"https://www.google.com/maps?q=18.864116,99.057152",Fully furnished
